#sample	votus	coverage	meandepth	rpkm
sample_17	nh_c_04101622_k141_965597||full	78.4291	1.90709	0.399016
sample_17	nh_c_05111723_k141_2932200||full	99.9113	24.1975	3.24184
sample_17	nh_c_05111723_k141_2933100||full	99.9361	69.6371	9.25212
sample_17	nh_c_05111723_k141_3348187||full	99.8043	6.87672	0.918963
sample_17	nh_c_05111723_k141_2783340||full	96.6977	3.43635	0.459974
sample_17	nh_c_05111723_k141_2983957||full	98.1103	4.17959	0.572359
sample_17	nh_c_05111723_k141_1293451||full	86.8725	2.45828	0.348522
sample_17	nh_c_05111723_k141_1304385||full	99.6469	8.20123	1.11092
sample_17	nh_c_05111723_k141_389053||full	94.7018	2.54841	0.340939
sample_17	nh_c_05111723_k141_3299002||full	97.2501	4.75753	0.722312
sample_17	nh_c_05111723_k141_3692006||full	98.6028	3.34892	0.490509
sample_17	nh_c_05111723_k141_3502860||full	98.4666	5.09113	0.710228
sample_17	nh_c_05111723_k141_3505137||full	89.1221	3.83544	0.810563
sample_17	nh_c_05111723_k141_1956793||full	86.9518	4.14264	0.863786
sample_17	nh_c_05111723_k141_3516006||full	80.9166	1.97586	0.398699
sample_17	nh_c_05111723_k141_220174||full	88.4322	4.66169	0.834051
sample_17	nh_c_05111723_k141_996085||full	75.9953	1.64425	0.222314
sample_17	nh_c_05111723_k141_1775166||full	97.2027	10.6916	3.12263
sample_17	nh_c_05111723_k141_1969148||full	98.8693	19.0771	2.62671
sample_17	nh_c_05111723_k141_225119||full	93.2188	3.72491	0.71832
sample_17	nh_c_05111723_k141_809417||full	81.838	2.06117	0.372717
sample_17	nh_c_05111723_k141_3722083||full	86.6096	2.22581	0.320773
sample_17	nh_c_05111723_k141_426311||full	100	6.87696	0.923907
sample_17	nh_c_05111723_k141_3341573||full	100	10.2239	1.43778
sample_17	nh_c_05111723_k141_1024349||full	95.3251	8.01005	1.51704
sample_17	nh_c_05111723_k141_251519||full	97.7661	3.37925	0.487594
sample_17	nh_c_05111723_k141_1615547||full	94.1248	3.92162	0.739702
sample_17	nh_c_05111723_k141_1627460||full	100	7.86004	1.13915
sample_17	nh_c_05111723_k141_1826491||full	86.3614	2.16964	0.334597
sample_17	nh_c_05111723_k141_1054284||full	100	6.59098	0.926623
sample_17	nh_c_05111723_k141_1055302||full	99.9607	6.24976	0.85608
sample_17	nh_c_05111723_k141_1833556||full	94.5729	3.2417	0.498387
sample_17	nh_c_05111723_k141_1837792||full	90.5906	2.06483	0.295404
sample_17	nh_c_05111723_k141_2808673||full	99.7038	3.60713	0.536406
sample_17	nh_c_05111723_k141_2617028||full	93.3289	2.7811	0.420067
sample_17	nh_c_05111723_k141_1068022||full	75.1951	1.75904	0.446055
sample_17	nh_c_05111723_k141_3200123||full	94.8226	3.29892	0.521637
sample_17	nh_c_05111723_k141_307907||full	99.6981	4.38385	0.604434
sample_17	nh_c_05111723_k141_1279131||full	82.1533	1.87089	0.357652
sample_17	nh_c_05111723_k141_2056576||full	100	6.87047	0.967011
sample_17	nh_c_05111723_k141_2836255||full	90.6142	3.05951	0.654905
sample_17	nh_c_05111723_k141_3416912||full	85.0367	2.0321	0.303808
sample_17	nh_c_05111723_k141_1298489||full	100	7.89096	1.04146
sample_17	nh_c_05111723_k141_3823498||full	93.9301	3.22523	0.479096
sample_17	nh_c_05111723_k141_1110809||full	98.5243	7.73797	1.73977
sample_17	nh_c_05111723_k141_3050127||full	95.6118	3.44523	0.490525
sample_17	nh_c_05111723_k141_1703930||full	97.9299	4.81779	0.681618
sample_17	nh_c_05111723_k141_1123688||full	93.1576	3.56091	0.56086
sample_17	nh_c_05111723_k141_3447456||full	99.9647	8.03	1.13415
sample_17	nh_c_05111723_k141_1322320||full	99.7473	4.93018	0.696691
sample_17	nh_c_05111723_k141_936220||full	96.3534	4.27726	0.595892
sample_17	nh_c_05111723_k141_3267949||full	99.0894	4.51573	0.621372
sample_17	nh_c_05111723_k141_1529054||full	100	4.24862	0.59088
sample_17	nh_c_05111723_k141_3462273||full	100	7.74782	1.07789
sample_17	nh_c_05111723_k141_1724519||full	79.5296	1.77065	0.306853
sample_17	nh_c_05111723_k141_3082788||full	100	6.51647	0.926953
sample_17	nh_c_05111723_k141_2314515||full	80.4761	1.92618	0.268021
sample_17	nh_c_05111723_k141_1352175||full	97.9124	4.16034	0.575418
sample_17	nh_c_05111723_k141_577087||full	94.7879	4.81567	0.930714
sample_17	nh_c_05111723_k141_3146812||0_partial	97.3099	4.63127	0.621619
sample_17	nh_c_06121824_k141_1250990||full	99.9951	69.5311	9.22798
sample_17	nh_c_06121824_k141_7794788||full	97.6424	4.2264	0.563468
sample_17	nh_c_06121824_k141_835856||full	93.7362	3.46168	0.491815
sample_17	nh_c_06121824_k141_2865186||full	99.8264	23.8547	3.19109
sample_17	nh_c_06121824_k141_6105048||full	91.3705	2.35818	0.360038
sample_17	nh_c_06121824_k141_2870966||full	89.1649	3.52896	0.551062
sample_17	nh_c_06121824_k141_100526||full	99.5402	7.05327	0.947241
sample_17	nh_c_06121824_k141_7804318||full	87.0974	2.82397	0.396183
sample_17	nh_c_06121824_k141_1339538||full	81.832	2.00186	0.344731
sample_17	nh_c_06121824_k141_2154936||full	99.9106	15.0231	2.67008
sample_17	nh_c_06121824_k141_5389906||full	100	5.01672	0.690685
sample_17	nh_c_06121824_k141_548819||full	93.3585	3.13102	0.439315
sample_17	nh_c_06121824_k141_6663589||full	98.9156	8.33018	1.91404
sample_17	nh_c_06121824_k141_6684983||full	98.5629	5.11158	0.721664
sample_17	nh_c_06121824_k141_7088574||full	90.3101	2.50305	0.362344
sample_17	nh_c_06121824_k141_7517002||full	96.538	5.03358	0.683885
sample_17	nh_c_06121824_k141_7549788||full	98.1994	4.53878	0.722804
sample_17	nh_c_06121824_k141_1899456||full	94.7081	4.65123	0.640149
sample_17	nh_c_06121824_k141_268208||full	84.6031	2.55696	0.385099
sample_17	nh_c_06121824_k141_5158742||full	85.2959	2.14488	0.347645
sample_17	nh_c_06121824_k141_3157437||full	89.6693	2.74924	0.389832
sample_17	nh_c_06121824_k141_5186480||full	99.7271	18.1273	2.42934
sample_17	nh_c_06121824_k141_2377490||full	95.2989	6.30332	1.24022
sample_17	nh_c_06121824_k141_765053||full	91.2859	2.7336	0.374676
sample_17	nh_s_02_k141_59360||full	100	9.52147	1.36313
sample_17	nh_s_05_k141_771232||full	94.2661	3.10531	0.548328
sample_17	nh_s_05_k141_310580||full	82.8604	2.09234	0.335175
sample_17	nh_s_05_k141_121945||full	86.6075	4.3833	0.699824
sample_17	nh_s_05_k141_422936||full	99.9534	8.41198	1.32075
sample_17	nh_s_06_k141_1560264||full	88.39	4.58401	0.861525
sample_17	nh_s_10_k141_182926||full	89.9129	2.71382	0.522958
sample_17	nh_s_10_k141_778167||full	75.5475	1.21366	0.169423
sample_17	nh_s_11_k141_474821||full	88.7008	2.47952	0.35945
sample_17	nh_s_11_k141_355645||full	83.0152	2.79	0.479543
sample_17	nh_s_11_k141_120299||full	100	11.8997	2.19462
sample_17	nh_s_11_k141_686875||full	84.0577	4.62623	1.14125
sample_17	nh_s_11_k141_235290||full	77.5102	3.11876	0.598403
sample_17	nh_s_11_k141_387105||full	83.3994	2.29556	0.412612
sample_17	nh_s_12_k141_1181701||full	95.2346	6.01406	1.46018
sample_17	nh_s_12_k141_953837||full	86.3229	3.46099	0.854716
sample_17	nh_s_12_k141_1802392||full	88.3724	15.9622	2.42638
sample_17	nh_s_14_k141_179241||full	78.9651	5.26826	1.78033
sample_17	nh_s_17_k141_672983||full	97.6562	3.96316	0.543295
sample_17	nh_s_17_k141_672989||full	98.9372	4.98785	0.664111
sample_17	nh_s_17_k141_672990||full	97.6257	3.91478	0.522947
sample_17	nh_s_17_k141_672991||full	99.4823	7.05165	0.939406
sample_17	nh_s_17_k141_34271||full	100	8.32815	1.13256
sample_17	nh_s_17_k141_506780||full	98.9728	5.08527	0.690052
sample_17	nh_s_17_k141_68912||full	100	16.6233	2.50313
sample_17	nh_s_17_k141_406717||full	97.1919	3.84205	0.53207
sample_17	nh_s_17_k141_408118||full	98.7742	5.10225	0.694204
sample_17	nh_s_17_k141_138927||full	100	10.7514	1.48085
sample_17	nh_s_17_k141_240294||full	100	42.4783	6.07954
sample_17	nh_s_17_k141_72196||full	97.5891	4.34917	0.586971
sample_17	nh_s_17_k141_342833||full	93.3638	2.51088	0.393269
sample_17	nh_s_17_k141_343144||full	96.5759	5.38519	0.771713
sample_17	nh_s_17_k141_242400||full	100	19.2304	3.46288
sample_17	nh_s_17_k141_479400||full	100	5.8254	0.806516
sample_17	nh_s_17_k141_447829||full	100	7.61599	1.18412
sample_17	nh_s_17_k141_517097||full	100	5.16365	0.72487
sample_17	nh_s_17_k141_484221||full	100	5.63233	0.930058
sample_17	nh_s_17_k141_653368||full	100	7.27389	1.02952
sample_17	nh_s_17_k141_115774||full	100	5.47328	0.775767
sample_17	nh_s_17_k141_82655||full	100	7.4564	1.0126
sample_17	nh_s_17_k141_353023||full	100	6.32993	0.913854
sample_17	nh_s_17_k141_422300||full	99.9972	24.7563	3.3007
sample_17	nh_s_17_k141_422404||full	99.2571	6.47807	0.922945
sample_17	nh_s_17_k141_188689||full	99.4036	8.38057	1.2335
sample_17	nh_s_17_k141_459502||full	95.2319	3.04056	0.451322
sample_17	nh_s_17_k141_291835||full	98.9367	6.88705	0.989847
sample_17	nh_s_17_k141_663836||full	98.3211	8.14028	1.5664
sample_17	nh_s_17_k141_632618||full	99.6977	7.95861	1.07348
sample_17	nh_s_17_k141_261803||full	97.9319	5.66472	0.816854
sample_17	nh_s_17_k141_363069||full	100	5.20723	0.762803
sample_17	nh_s_17_k141_498524||full	97.9662	3.97386	0.537258
sample_17	nh_s_17_k141_600959||full	100	5.60813	0.826213
sample_17	nh_s_17_k141_230811||full	100	16.1658	2.28248
sample_17	nh_s_17_k141_500941||full	96.5355	3.63757	0.493418
sample_17	nh_s_17_k141_402076||full	96.3114	5.14429	0.688218
sample_17	nh_s_17_k141_402288||full	100	7.01969	1.09268
sample_17	nh_s_17_k141_134812||full	99.1275	4.58388	0.621617
sample_17	nh_s_18_k141_1171472||full	99.6133	7.03944	0.934677
sample_17	nh_s_18_k141_1020387||full	99.9669	24.0102	3.21415
sample_17	nh_s_18_k141_1181838||full	98.4706	5.90489	0.816414
sample_17	nh_s_18_k141_581647||full	98.1524	3.81513	0.5109
sample_17	nh_s_18_k141_273275||full	99.995	70.464	9.35516
sample_17	nh_s_18_k141_1405471||full	83.6449	1.67301	0.249192
sample_17	nh_s_18_k141_166022||full	98.9664	7.16075	1.06706
sample_17	nh_s_18_k141_770135||full	88.7229	2.7585	0.388783
sample_17	nh_s_18_k141_1010256||full	96.3466	4.05525	0.55415
sample_17	nh_s_20_k141_164937||full	81.1903	6.64519	1.69717
sample_17	nh_s_20_k141_416004||full	89.8289	5.80941	1.54719
sample_17	nh_s_24_k141_1056478||full	79.9675	1.99177	0.318988
sample_17	nh_s_24_k141_459938||full	75.1281	1.61611	0.284651
sample_17	wh_c_05111723_k141_2328266||full	99.9113	23.7991	3.18783
sample_17	wh_c_05111723_k141_3873280||full	96.8023	4.31417	0.57393
sample_17	wh_c_06121824_k141_7263865||full	97.5281	3.62145	0.47914
sample_17	wh_c_06121824_k141_6139292||full	100	93.0455	22.5112
sample_17	wh_c_06121824_k141_1764170||full	100	31.3009	5.65338
sample_17	wh_s_17_k141_673241||full	98.0242	4.25203	0.565111
sample_17	wh_s_17_k141_673242||full	99.6144	6.94974	0.925897
sample_17	wh_s_17_k141_673245||full	97.1051	3.98542	0.548692
sample_17	wh_s_17_k141_673257||full	98.5904	4.28254	0.584891
sample_17	k141_2358||full	78.624	5.09547	0.697642
sample_17	k141_1663||full	99.0249	4.12784	0.617378
sample_17	k141_1470||full	93.0829	7.80212	1.99147
sample_17	k141_4059||full	96.3609	3.15033	0.532605
sample_17	k141_20004||full	93.6504	4.51523	0.641663
sample_17	k141_8976||full	91.7269	3.71558	0.759715
sample_17	k141_353||full	97.9919	4.40612	0.587751
sample_17	k141_108||full	98.6954	7.05486	1.38472
sample_17	k141_4665||full	96.7499	4.11863	0.565962
sample_17	k141_4667||full	96.5649	4.20756	0.560974
sample_17	k141_4668||full	99.7918	7.5397	1.02598
sample_17	k141_4669||full	99.6582	7.14018	0.952548
sample_17	k141_49||full	86.8168	2.24949	0.328062
sample_17	k141_58||full	99.9798	23.5697	3.19542
sample_17	k141_1208||full	99.9547	23.6312	3.15602
sample_17	k141_2506||full	94.6856	2.96939	0.434698
sample_17	k141_1336||full	97.5956	4.38154	0.613043
sample_17	k141_1345||full	99.3527	5.64905	0.833283
sample_17	k141_260||full	99.6044	11.6231	1.58078
sample_17	k141_295||full	97.7665	3.00102	0.433176
sample_17	k141_3911||full	87.6257	2.81029	0.385156
sample_17	k141_2767||full	94.1782	3.96486	0.540592
sample_17	k141_388||full	86.6564	1.89714	0.275798
sample_17	k141_407||full	97.7573	4.12609	0.566724
sample_17	k141_4092||full	92.3589	2.50616	0.365676
sample_17	k141_443||full	98.5192	4.33298	0.582933
sample_17	k141_4114_2||full	93.7582	3.48604	0.508276
sample_17	k141_659||full	100	7.314	1.02585
sample_17	k141_3178||full	91.927	1.82806	0.255487
sample_17	k141_3273||full	97.8801	4.20821	0.601034
sample_17	k141_4550||full	87.9876	2.4814	0.353933
sample_17	k141_854||full	99.4	4.44248	0.612139
sample_17	k141_4586||full	85.1674	1.75313	0.246253
sample_17	k141_4624||full	100	7.422	1.03549
sample_17	k141_1067||full	99.6052	5.259	0.713234
sample_17	k141_1084||full	100	7.51381	1.03276
sample_17	k141_1129||full	99.1729	4.44874	0.591957
sample_17	k141_5544||full	99.4299	7.14144	0.954647
sample_17	k141_12830||full	99.9617	24.0174	3.20971
sample_17	k141_12832||full	99.9852	70.2864	9.31513
sample_17	k141_3353||full	100	41.0413	5.68992
sample_17	k141_4229||full	91.3775	3.21932	0.550905
sample_17	k141_11104||full	94.0341	4.34157	0.594912
sample_17	k141_1802||full	99.9829	42.9969	5.94364
sample_17	k141_5466||full	100	14.5822	2.00109
sample_17	k141_12393||full	98.8311	11.9056	2.36551
sample_17	k141_9494||full	100	6.45388	0.899186
sample_17	k141_2814||full	90.985	3.84462	0.521341
sample_17	k141_549||0_partial	87.0365	7.31098	1.45533
sample_17	k141_1352||full	80.4744	2.13884	0.371295
sample_17	k141_2797||full	78.9192	3.46259	0.933475
sample_17	k141_6300||full	87.5097	2.49183	0.401403
sample_17	k141_6658||full	76.1911	1.89024	0.378239
sample_17	k141_16859||full	83.5559	2.71929	0.447463
sample_17	k141_5141||full	93.2107	7.91678	1.35816
sample_18	nh_c_05111723_k141_2932200||full	99.7669	7.83533	0.904248
sample_18	nh_c_05111723_k141_2933100||full	99.3709	5.93552	0.675848
sample_18	nh_c_05111723_k141_3348187||full	99.9455	24.142	2.73771
sample_18	nh_c_05111723_k141_2783340||full	97.4696	3.6808	0.414672
sample_18	nh_c_05111723_k141_3692006||full	93.573	2.75335	0.374344
sample_18	nh_c_05111723_k141_1969148||full	98.6734	10.1287	1.47714
sample_18	nh_c_05111723_k141_426311||full	95.542	3.24309	0.389303
sample_18	nh_c_05111723_k141_3341573||full	78.8491	1.83417	0.255872
sample_18	nh_c_05111723_k141_3348149||full	92.5392	4.40095	0.510975
sample_18	nh_c_05111723_k141_1627460||full	96.8625	4.76152	0.623978
sample_18	nh_c_05111723_k141_2808673||full	98.3389	4.50554	0.560276
sample_18	nh_c_05111723_k141_3823498||full	90.9463	2.16982	0.252011
sample_18	nh_c_05111723_k141_3050127||full	94.7102	3.50969	0.424096
sample_18	nh_c_05111723_k141_3082788||full	86.4709	2.42857	0.356609
sample_18	nh_c_05111723_k141_577087||full	97.451	6.2627	1.00774
sample_18	nh_c_05111723_k141_3146812||0_partial	81.7553	2.5502	0.303243
sample_18	nh_c_06121824_k141_1250990||full	99.1841	6.13885	0.695438
sample_18	nh_c_06121824_k141_6517869||full	98.9455	5.21442	0.595312
sample_18	nh_c_06121824_k141_7794788||full	96.6085	3.8734	0.440589
sample_18	nh_c_06121824_k141_5373497||full	99.4346	6.62637	0.759211
sample_18	nh_c_06121824_k141_1216000||full	100	9.16621	1.49169
sample_18	nh_c_06121824_k141_2435351||full	92.1378	9.4153	1.44054
sample_18	nh_c_06121824_k141_2865186||full	99.5661	7.83192	0.901406
sample_18	nh_c_06121824_k141_6105048||full	99.1799	4.32264	0.517788
sample_18	nh_c_06121824_k141_2870966||full	79.0594	2.52528	0.359484
sample_18	nh_c_06121824_k141_480281||full	100	5.52084	0.680078
sample_18	nh_c_06121824_k141_1292216||full	100	7.07316	0.823751
sample_18	nh_c_06121824_k141_7373317||full	100	7.47878	0.873239
sample_18	nh_c_06121824_k141_100526||full	99.9654	23.8194	2.69528
sample_18	nh_c_06121824_k141_7804318||full	91.4375	5.53208	0.635981
sample_18	nh_c_06121824_k141_4169711||full	100	5.00069	0.584041
sample_18	nh_c_06121824_k141_1339538||full	99.9325	11.8139	1.38394
sample_18	nh_c_06121824_k141_2154936||full	99.6424	5.73073	0.807648
sample_18	nh_c_06121824_k141_5389906||full	100	12.0982	1.36524
sample_18	nh_c_06121824_k141_548819||full	99.9836	6.0406	0.780811
sample_18	nh_c_06121824_k141_6663589||full	99.4211	8.34277	1.45592
sample_18	nh_c_06121824_k141_6684983||full	100	6.84371	0.795557
sample_18	nh_c_06121824_k141_7088574||full	97.8858	4.99695	0.579323
sample_18	nh_c_06121824_k141_7906352||full	100	7.16927	0.859913
sample_18	nh_c_06121824_k141_7517002||full	92.9412	3.78474	0.445709
sample_18	nh_c_06121824_k141_7549788||full	97.8135	6.14367	0.768953
sample_18	nh_c_06121824_k141_268208||full	99.2773	3.94721	0.47397
sample_18	nh_c_06121824_k141_5158742||full	98.1128	3.87085	0.532137
sample_18	nh_c_06121824_k141_3157437||full	91.546	2.84504	0.341347
sample_18	nh_c_06121824_k141_1537201||full	99.9976	8.93545	1.04932
sample_18	nh_c_06121824_k141_5186480||full	99.5269	7.97046	0.920464
sample_18	nh_c_06121824_k141_2377490||full	98.6651	7.92216	1.18675
sample_18	nh_c_06121824_k141_765053||full	99.5532	6.85262	0.800838
sample_18	nh_s_05_k141_771232||full	85.7607	2.44744	0.390423
sample_18	nh_s_05_k141_310580||full	82.188	1.69592	0.226079
sample_18	nh_s_11_k141_120299||full	95.2932	4.10132	0.692245
sample_18	nh_s_12_k141_1181701||full	91.2909	5.4654	0.985459
sample_18	nh_s_12_k141_953837||full	93.1839	4.47653	0.764579
sample_18	nh_s_12_k141_1802392||full	96.347	22.0009	2.82443
sample_18	nh_s_17_k141_672990||full	96.8816	3.93524	0.44568
sample_18	nh_s_17_k141_672991||full	99.9802	23.8054	2.70068
sample_18	nh_s_17_k141_68912||full	100	18.0627	2.24707
sample_18	nh_s_17_k141_240294||full	100	163.598	20.7072
sample_18	nh_s_17_k141_242400||full	100	19.3774	3.37784
sample_18	nh_s_17_k141_479400||full	96.1014	3.34624	0.403856
sample_18	nh_s_17_k141_484221||full	85.304	3.03687	0.553477
sample_18	nh_s_17_k141_653368||full	93.8934	2.47498	0.339046
sample_18	nh_s_17_k141_115774||full	81.3541	2.00143	0.400238
sample_18	nh_s_17_k141_663836||full	98.8932	14.47	2.26359
sample_18	nh_s_17_k141_402288||full	99.0706	5.17265	0.763913
sample_18	nh_s_18_k141_1171472||full	99.9554	22.703	2.57447
sample_18	nh_s_18_k141_1020387||full	99.5999	7.64991	0.878248
sample_18	nh_s_18_k141_400096||full	99.623	8.5366	0.981131
sample_18	nh_s_18_k141_1181838||full	99.8149	13.0721	1.50177
sample_18	nh_s_18_k141_581647||full	97.1464	3.62599	0.408656
sample_18	nh_s_18_k141_273275||full	98.7252	6.1461	0.699618
sample_18	nh_s_18_k141_277084||full	98.2613	5.1129	0.581744
sample_18	nh_s_18_k141_1558765||full	99.4245	6.58054	0.756789
sample_18	nh_s_18_k141_1405471||full	100	94.6091	10.8064
sample_18	nh_s_18_k141_319397||full	99.9985	20.6971	2.35449
sample_18	nh_s_18_k141_166022||full	100	10.0523	1.21698
sample_18	nh_s_18_k141_372448||full	99.9881	11.9693	1.47933
sample_18	nh_s_18_k141_1077518||full	100	5.91366	0.75625
sample_18	nh_s_18_k141_770135||full	99.5542	6.16204	0.701331
sample_18	nh_s_18_k141_1010256||full	98.0387	5.53314	0.640788
sample_18	nh_s_20_k141_416004||full	89.0843	5.08999	1.10505
sample_18	nh_s_24_k141_1056478||full	81.0606	2.35195	0.327113
sample_18	nh_s_24_k141_459938||full	75.429	1.55549	0.222072
sample_18	wh_c_05111723_k141_2328266||full	99.7739	8.23811	0.94036
sample_18	wh_c_06121824_k141_8096310||full	99.4485	5.33551	0.610152
sample_18	wh_c_06121824_k141_7263865||full	97.3414	3.65249	0.41421
sample_18	wh_c_06121824_k141_7732897||full	98.4896	31.7939	8.20825
sample_18	wh_c_06121824_k141_6139292||full	100	216.02	44.0488
sample_18	wh_c_06121824_k141_7410108||full	98.2023	12.7368	2.47922
sample_18	wh_c_06121824_k141_1764170||full	100	45.2693	6.75823
sample_18	wh_s_17_k141_673241||full	98.5425	3.9667	0.446606
sample_18	wh_s_17_k141_673242||full	99.9502	24.148	2.73186
sample_18	k141_1470||full	80.3468	2.59133	0.604773
sample_18	k141_4053||full	80.7816	1.71347	0.203969
sample_18	k141_20004||full	99.5594	8.09239	0.949048
sample_18	k141_8976||full	94.8671	4.68496	0.799501
sample_18	k141_22878||full	91.0497	3.4329	0.400054
sample_18	k141_108||full	99.9025	13.9311	2.2718
sample_18	k141_4669||full	99.9678	23.8304	2.69945
sample_18	k141_58||full	99.366	7.80433	0.906197
sample_18	k141_1208||full	99.7638	7.75958	0.89467
sample_18	k141_3911||full	91.7846	3.07091	0.359489
sample_18	k141_2767||full	85.5875	3.35712	0.40678
sample_18	k141_5544||full	99.9628	23.073	2.61605
sample_18	k141_12830||full	99.6921	7.65949	0.883448
sample_18	k141_12831||full	98.6851	5.2846	0.597856
sample_18	k141_12832||full	99.2053	6.23609	0.706622
sample_18	k141_12834||full	99.9971	20.818	2.36514
sample_18	k141_12835||full	99.9143	8.4621	0.96446
sample_18	k141_3353||full	100	147.812	17.3631
sample_18	k141_4229||full	100	62.0889	7.27929
sample_18	k141_11104||full	96.2478	5.10721	0.586875
sample_18	k141_1802||full	100	162.056	18.9598
sample_18	k141_5466||full	100	14.8352	1.73579
sample_18	k141_12131||full	98.8574	6.81844	0.854479
sample_18	k141_12393||full	99.9672	20.6806	3.41797
sample_18	k141_9494||full	100	8.52909	1.00739
sample_18	k141_2814||full	95.9103	5.50103	0.623198
sample_18	k141_549||0_partial	98.4155	13.5115	2.04106
sample_18	k141_303||full	82.6282	5.08403	1.10843
sample_18	k141_3098||full	88.9754	3.66266	0.419049
sample_18	k141_772||full	92.7162	4.76185	0.564276
sample_18	k141_2797||full	93.0918	4.22367	0.706762
sample_18	k141_6300||full	82.179	2.22821	0.310174
sample_18	k141_6658||full	92.1092	13.2515	1.65959
sample_18	k141_5141||full	97.8084	5.9269	0.898446
sample_19	nh_c_01071319_k141_3219495||full	85.19	2.33623	0.3035
sample_19	nh_c_01071319_k141_373482||full	89.2732	1.9851	0.179418
sample_19	nh_c_01071319_k141_376118||full	98.7118	4.32626	0.478321
sample_19	nh_c_01071319_k141_2892282||full	96.9719	5.51809	0.908684
sample_19	nh_c_01071319_k141_3074904||full	96.2264	3.49788	0.296366
sample_19	nh_c_01071319_k141_3434302||full	99.9578	7.43743	0.836403
sample_19	nh_c_01071319_k141_1655262||full	100	11.6319	1.06123
sample_19	nh_c_01071319_k141_1661845||full	83.2036	2.0885	0.221975
sample_19	nh_c_01071319_k141_2211034||full	99.7594	9.71849	1.1466
sample_19	nh_c_01071319_k141_2573895||full	97.6181	12.3242	2.33283
sample_19	nh_c_01071319_k141_1149484||full	99.6091	5.75228	0.531767
sample_19	nh_c_01071319_k141_1032720||full	99.5439	11.7891	2.04624
sample_19	nh_c_01071319_k141_3202870||full	95.4907	34.8053	6.40163
sample_19	nh_c_02081420_k141_856697||full	85.4245	2.30388	0.219921
sample_19	nh_c_02081420_k141_859375||full	92.6114	2.88217	0.252355
sample_19	nh_c_02081420_k141_878612||full	77.356	1.69896	0.14694
sample_19	nh_c_02081420_k141_1993277||full	97.4985	9.32422	1.80793
sample_19	nh_c_02081420_k141_887145||full	84.4892	5.95265	0.735526
sample_19	nh_c_05111723_k141_1110809||full	76.4446	7.29486	1.19033
sample_19	nh_c_06121824_k141_2154936||full	99.9821	13.3894	1.42159
sample_19	nh_s_11_k141_120299||full	99.8404	14.0634	1.54136
sample_19	nh_s_20_k141_194748||full	80.2498	1.69231	0.151214
sample_19	wh_c_01071319_k141_955078||full	99.18	6.8892	0.744397
sample_19	EarthsVirome_48037	75.4956	1.95642	0.384428
sample_19	alaska_puertorico_377	79.969	112.921	18.6384
sample_19	k141_1597||lt2gene	83.2207	1.95198	0.293356
sample_19	k141_752||full	96.6303	3.4461	0.400088
sample_19	k141_505||full	100	13.2985	1.25778
sample_19	k141_349||full	95.3248	5.34315	0.628862
sample_19	k141_1620||full	90.1324	2.12593	0.195992
sample_19	k141_1353||full	100	10.1051	0.91086
sample_20	nh_c_01071319_k141_376118||full	75.2397	1.54803	0.220779
sample_20	nh_c_01071319_k141_2211034||full	90.2462	2.56265	0.406408
sample_20	nh_c_01071319_k141_1149484||full	92.4772	2.95036	0.337476
sample_20	nh_c_01071319_k141_1032720||full	81.1531	4.37694	1.0963
sample_20	nh_c_02081420_k141_594||full	98.2968	4.26316	0.606082
sample_20	nh_c_02081420_k141_3547||full	96.1392	3.40203	0.376927
sample_20	nh_c_02081420_k141_2513879||full	100	9.03744	1.01892
sample_20	nh_c_02081420_k141_575550||full	100	11.0265	1.11508
sample_20	nh_c_02081420_k141_856697||full	77.838	1.6996	0.208212
sample_20	nh_c_02081420_k141_859375||full	100	7.93371	0.815541
sample_20	nh_c_02081420_k141_1419699||full	98.1417	4.36805	0.483014
sample_20	nh_c_02081420_k141_459840||full	99.9872	10.2861	1.35913
sample_20	nh_c_02081420_k141_878612||full	76.2832	1.56808	0.159165
sample_20	nh_c_02081420_k141_740804||full	100	4.46407	0.45064
sample_20	nh_c_02081420_k141_1993277||full	100	14.3774	2.93453
sample_20	nh_c_02081420_k141_2412604||full	97.6715	6.53303	0.907167
sample_20	nh_c_02081420_k141_354301||full	99.803	6.97116	0.766153
sample_20	nh_c_02081420_k141_1605148||full	86.8934	18.3434	2.86185
sample_20	nh_c_02081420_k141_2305782||full	100	4.95658	0.556611
sample_20	nh_c_02081420_k141_1349618||full	99.6871	3.77066	0.393241
sample_20	nh_c_02081420_k141_2181013||full	100	5.34399	0.553231
sample_20	nh_c_02081420_k141_949046||full	98.9685	5.72908	0.776773
sample_20	nh_c_02081420_k141_1641298||full	98.4488	3.67177	0.397383
sample_20	nh_c_02081420_k141_1519374||full	92.9051	4.0231	0.412664
sample_20	nh_c_02081420_k141_2076610||full	100	8.88578	0.952023
sample_20	nh_c_03091521_k141_6586067||full	100	7.01803	0.984535
sample_20	nh_c_03091521_k141_4868390||full	90.9318	3.42786	0.492398
sample_20	nh_c_03091521_k141_3327779||full	100	15.135	2.6031
sample_20	nh_c_04101622_k141_3516918||full	76.1768	3.98201	0.726786
sample_20	nh_c_05111723_k141_577087||full	95.6439	16.011	2.74324
sample_20	nh_c_06121824_k141_2154936||full	100	21.4994	2.64211
sample_20	nh_s_11_k141_120299||full	100	20.1592	2.65426
sample_20	nh_s_12_k141_1181701||full	99.3062	29.6533	4.383
sample_20	nh_s_14_k141_179241||full	81.0574	6.75808	1.44126
sample_20	nh_s_14_k141_129217||full	99.8464	19.1167	3.30051
