#sample	votus	coverage	meandepth	rpkm
sample_11	nh_s_11_k141_166366||full	100	15.0632	1.53053
sample_11	nh_s_11_k141_267190||full	100	10.5642	1.63884
sample_11	nh_s_11_k141_673494||full	93.8462	2.74884	0.286179
sample_11	nh_s_11_k141_119513||full	100	9.28578	0.948692
sample_11	nh_s_11_k141_422737||full	100	13.7299	1.43727
sample_11	nh_s_11_k141_120299||full	100	24.4128	3.37846
sample_11	nh_s_11_k141_120779||full	99.9585	36.807	3.66724
sample_11	nh_s_11_k141_228096||full	99.497	5.36143	0.53391
sample_11	nh_s_11_k141_686875||full	100	17.018	2.94071
sample_11	nh_s_11_k141_235290||full	100	16.2053	2.10278
sample_11	nh_s_11_k141_891837||full	97.8302	3.99886	0.399748
sample_11	nh_s_11_k141_387105||full	100	8.15907	0.934867
sample_11	nh_s_11_k141_289733||full	100	6.08467	0.646531
sample_11	nh_s_11_k141_93525||full	99.3907	4.19147	0.459877
sample_11	nh_s_11_k141_901538||full	99.5119	12.6595	2.17789
sample_11	nh_s_11_k141_347803||full	100	12.347	1.36957
sample_11	nh_s_11_k141_904193||full	95.0344	3.59148	0.347724
sample_11	nh_s_12_k141_1730612||full	85.5008	2.02448	0.205602
sample_11	nh_s_12_k141_2157163||full	85.2209	2.41188	0.234251
sample_11	nh_s_12_k141_704826||full	83.0896	2.4157	0.272515
sample_11	nh_s_12_k141_706682||full	90.5164	2.70055	0.309296
sample_11	nh_s_12_k141_495507||full	81.0586	2.0644	0.243703
sample_11	nh_s_12_k141_266801||full	86.6848	2.21066	0.229941
sample_11	nh_s_12_k141_1181701||full	97.7908	8.43381	1.55308
sample_11	nh_s_12_k141_953837||full	75.0673	2.61525	0.529059
sample_11	nh_s_12_k141_1526785||full	81.0955	1.7547	0.208901
sample_11	nh_s_12_k141_1115582||full	99.9321	18.1574	1.81855
sample_11	nh_s_12_k141_1802392||full	88.9493	5.46317	0.739572
sample_11	nh_s_14_k141_179241||full	76.2937	9.3385	2.21488
sample_11	nh_s_17_k141_242400||full	77.9287	12.7632	2.14896
sample_11	nh_s_20_k141_164937||full	78.6277	8.14455	1.71994
sample_11	nh_s_20_k141_416004||full	87.0881	7.19265	1.50685
sample_11	nh_s_20_k141_194748||full	83.8527	1.59776	0.180033
sample_11	nh_s_24_k141_1137504||full	75.9222	2.90091	0.345575
sample_11	nh_s_24_k141_1056478||full	78.5281	2.04957	0.250639
sample_11	nh_s_24_k141_459938||full	80.5438	2.11322	0.267807
sample_11	wh_c_05111723_k141_3873175||full	98.8848	5.01139	0.502654
sample_11	wh_c_06121824_k141_5289007||full	85.828	2.35601	0.242275
sample_11	wh_s_12_k141_267092||full	81.8061	1.9771	0.201429
sample_11	Station33_SUR_ALL_assembly_NODE_7294_length_5272_cov_2.793560	85.6953	2.21685	0.243172
sample_11	k141_1663||full	84.7779	1.98483	0.263009
sample_11	k141_4528||full	97.9788	4.70171	0.468796
sample_11	k141_21||full	100	7.8486	0.873224
sample_11	k141_2315||full	99.046	13.0265	2.65221
sample_11	k141_2379||full	97.4359	3.47638	0.353817
sample_11	k141_1214||full	96.0052	3.57329	0.379989
sample_11	k141_3501||full	99.9789	36.8789	3.68054
sample_11	k141_1470||full	100	15.299	2.52861
sample_11	k141_3699||full	96.9525	3.45445	0.341503
sample_11	k141_2746||full	90.6436	2.32776	0.228941
sample_11	k141_570||full	86.3943	2.05484	0.223441
sample_11	k141_626||full	99.3842	5.32422	0.553735
sample_11	k141_640||full	81.425	1.79475	0.180247
sample_11	k141_4059||full	100	34.6063	3.50931
sample_11	k141_1689||full	90.9536	2.98196	0.293433
sample_11	k141_1704||full	95.2162	4.02633	0.410559
sample_11	k141_727||full	82.0673	1.59591	0.159986
sample_11	k141_1715||full	98.5868	5.55666	0.568417
sample_11	k141_3133||full	85.32	2.145	0.210695
sample_11	k141_4114||full	99.4851	5.16407	0.547255
sample_11	k141_1777||full	100	6.14474	0.609947
sample_11	k141_1832||full	89.998	2.4997	0.247168
sample_11	k141_847||full	95.4493	2.48381	0.24433
sample_11	k141_4281||full	96.2808	3.01296	0.301238
sample_11	k141_1885||full	98.1501	5.16036	0.535923
sample_11	k141_3355||full	89.9167	1.81269	0.227142
sample_11	k141_4320||full	92.6344	3.31702	0.331909
sample_11	k141_4328||full	100	7.42295	0.748889
sample_11	k141_4354||full	98.3045	5.40575	0.555231
sample_11	k141_4381||full	99.6976	5.30772	0.536495
sample_11	k141_1033||full	99.8393	6.07112	0.623633
sample_11	k141_2071||full	95.0078	2.80908	0.280144
sample_11	k141_4513||full	100	40.1506	4.06419
sample_11	k141_2238||full	96.1368	2.96115	0.300205
sample_11	k141_13209||full	89.6218	2.56443	0.264999
sample_11	k141_20004||full	82.869	1.72386	0.190632
sample_11	k141_2416||full	84.2867	1.97729	0.224729
sample_11	k141_21365||full	84.5708	2.07263	0.20989
sample_11	k141_2783||full	95.9806	4.16793	0.427584
sample_11	k141_2973||full	75.8885	1.31649	0.147177
sample_11	k141_3186||full	86.7085	2.66683	0.263496
sample_11	k141_11941||full	83.5563	1.77031	0.178207
sample_11	k141_1428||full	84.7323	9.15536	2.14006
sample_11	k141_49||full	98.3777	8.39644	0.846535
sample_11	k141_388||full	94.7895	7.17958	0.725332
sample_11	k141_4550||full	97.0455	10.0559	0.998461
sample_11	k141_549||0_partial	75.5544	4.39407	0.606077
sample_11	k141_1620||full	87.7162	2.19986	0.229455
sample_11	k141_303||full	76.8646	10.0865	2.33719
sample_11	k141_1506||full	78.2731	2.21834	0.30274
sample_11	k141_1352||full	92.4015	3.36545	0.415765
sample_11	k141_6300||full	75.7004	1.52004	0.195528
sample_11	k141_1353||full	96.8157	2.94801	0.346464
sample_11	k141_42||full	82.5876	2.07396	0.228573
sample_11	k141_1069||full	86.2182	3.34782	0.354867
sample_11	k141_196||full	94.9241	4.63392	0.503978
sample_12	nh_c_03091521_k141_2423979||full	89.234	3.22569	0.71037
sample_12	nh_c_03091521_k141_6586067||full	91.3383	3.76121	0.428989
sample_12	nh_c_05111723_k141_3363717||full	92.9683	2.90317	0.280808
sample_12	nh_c_05111723_k141_707037||full	96.1732	3.42132	0.321684
sample_12	nh_c_05111723_k141_3816647||full	86.9782	3.17495	0.296983
sample_12	nh_c_05111723_k141_185807||full	91.8679	2.92094	0.288195
sample_12	nh_c_05111723_k141_577087||full	92.6574	7.3443	1.01321
sample_12	nh_c_06121824_k141_7497446||full	99.9185	8.87973	0.811248
sample_12	nh_c_06121824_k141_8092800||full	87.6712	3.03058	0.293291
sample_12	nh_c_06121824_k141_1216000||full	100	17.5034	2.36206
sample_12	nh_c_06121824_k141_2435351||full	99.2183	22.8002	2.72569
sample_12	nh_c_06121824_k141_835856||full	97.6203	3.77714	0.358077
sample_12	nh_c_06121824_k141_2870966||full	94.4958	3.64101	0.377829
sample_12	nh_c_06121824_k141_4508258||full	92.8113	2.58631	0.235515
sample_12	nh_c_06121824_k141_7753383||full	100	10.8315	0.997774
sample_12	nh_c_06121824_k141_1715139||full	100	8.58539	0.818714
sample_12	nh_c_06121824_k141_7804318||full	98.6122	5.36633	0.488836
sample_12	nh_c_06121824_k141_5389906||full	91.493	2.5071	0.233178
sample_12	nh_c_06121824_k141_548819||full	99.1287	6.64705	0.751151
sample_12	nh_c_06121824_k141_5012174||full	89.0617	2.85493	0.402115
sample_12	nh_c_06121824_k141_5833270||full	99.7412	9.316	0.859983
sample_12	nh_c_06121824_k141_4636222||full	96.9327	5.04209	0.481449
sample_12	nh_c_06121824_k141_5465652||full	96.652	4.10584	0.369008
sample_12	nh_c_06121824_k141_7088574||full	99.6829	5.33275	0.493741
sample_12	nh_c_06121824_k141_4300055||full	79.4317	2.54236	0.391378
sample_12	nh_c_06121824_k141_2295537||full	100	7.85867	0.722139
sample_12	nh_c_06121824_k141_1486545||full	80.517	2.15612	0.361179
sample_12	nh_c_06121824_k141_4348366||full	99.1971	8.48099	0.800981
sample_12	nh_c_06121824_k141_7578142||full	100	6.25888	0.573582
sample_12	nh_c_06121824_k141_3142203||full	99.0533	4.84004	0.477224
sample_12	nh_c_06121824_k141_8013563||full	97.3344	6.44984	0.597153
sample_12	nh_c_06121824_k141_1548614||full	98.0429	5.46113	0.557118
sample_12	nh_c_06121824_k141_4042454||full	97.9189	3.93134	0.353025
sample_12	nh_c_06121824_k141_2821127||full	100	5.98434	0.564378
sample_12	nh_c_06121824_k141_6057314||full	90.3514	3.3634	0.531694
sample_12	nh_s_11_k141_267190||full	92.1979	3.49774	0.372529
sample_12	nh_s_11_k141_891837||full	88.3743	2.66781	0.250757
sample_12	nh_s_12_k141_1730612||full	99.8964	8.58332	0.790062
sample_12	nh_s_12_k141_2266806||full	89.9836	3.06027	0.301875
sample_12	nh_s_12_k141_2157163||full	99.289	5.36618	0.48401
sample_12	nh_s_12_k141_704826||full	99.1398	8.52932	0.793595
sample_12	nh_s_12_k141_1840129||full	100	6.48813	0.611994
sample_12	nh_s_12_k141_706682||full	100	6.80765	0.633843
sample_12	nh_s_12_k141_495507||full	99.0108	5.79154	0.55638
sample_12	nh_s_12_k141_266801||full	81.5994	1.86905	0.19765
sample_12	nh_s_12_k141_1181701||full	100	13.1957	1.35865
sample_12	nh_s_12_k141_953837||full	98.296	5.10628	0.560058
sample_12	nh_s_12_k141_1526785||full	96.9832	4.77683	0.445497
sample_12	nh_s_12_k141_1115582||full	100	43.3855	3.9134
sample_12	nh_s_12_k141_1802392||full	99.9021	29.3415	3.02809
sample_12	nh_s_12_k141_790207||full	94.5825	3.33403	0.315206
sample_12	nh_s_12_k141_1921335||full	100	6.20942	0.622112
sample_12	nh_s_17_k141_242400||full	96.961	11.1988	1.44071
sample_12	nh_s_18_k141_166022||full	81.5026	3.53656	0.479341
sample_12	nh_s_20_k141_164937||full	88.6494	7.3796	0.975244
sample_12	nh_s_20_k141_622942||full	89.8399	3.56034	0.373
sample_12	nh_s_20_k141_416004||full	91.4924	8.22909	1.03001
sample_12	nh_s_24_k141_1137504||full	84.6999	5.92111	0.629328
sample_12	nh_s_24_k141_1056478||full	93.6797	3.6119	0.367349
sample_12	nh_s_24_k141_459938||full	95.9773	4.1725	0.446611
sample_12	wh_c_06121824_k141_8096453||full	89.9945	3.47058	0.347657
sample_12	wh_c_06121824_k141_5289007||full	99.8919	8.52993	0.778767
sample_12	wh_c_06121824_k141_7732897||full	99.9367	68.9949	14.2085
sample_12	wh_c_06121824_k141_6139292||full	95.2347	74.1446	11.7226
sample_12	wh_c_06121824_k141_7410108||full	99.9888	28.1009	4.26955
sample_12	wh_c_06121824_k141_1764170||full	91.806	16.4725	2.871
sample_12	wh_s_12_k141_267092||full	99.8601	8.55354	0.783588
sample_12	wh_s_12_k141_2264659||full	94.0822	2.96734	0.293291
sample_12	k141_3699||full	92.9085	2.64579	0.247884
sample_12	k141_2746||full	97.0715	7.8448	0.706318
sample_12	k141_570||full	98.5806	7.20022	0.739316
sample_12	k141_1681_2||full	99.5806	7.4899	0.674401
sample_12	k141_640||full	99.175	7.72138	0.706602
sample_12	k141_4053||full	94.3336	5.59874	0.504708
sample_12	k141_1689||full	83.6723	1.80209	0.184103
sample_12	k141_1704||full	92.1962	2.91632	0.273359
sample_12	k141_727||full	94.2999	6.93479	0.617354
sample_12	k141_3133||full	99.5193	8.46268	0.755383
sample_12	k141_3355||full	94.5065	4.46199	0.446503
sample_12	k141_4320||full	87.3991	1.92512	0.178663
sample_12	k141_2238||full	90.9895	4.80414	0.438125
sample_12	k141_13209||full	99.9641	9.22194	0.8377
sample_12	k141_20004||full	100	15.4481	1.40751
sample_12	k141_13612||full	97.1373	3.53355	0.336521
sample_12	k141_7943||full	97.691	3.27689	0.308612
sample_12	k141_20825||full	94.0759	3.94363	0.367923
sample_12	k141_2416||full	99.3442	7.61769	0.700286
sample_12	k141_21365||full	99.807	8.21005	0.73726
sample_12	k141_8976||full	100	18.033	1.85471
sample_12	k141_2783||full	100	13.7567	1.26786
sample_12	k141_2973||full	100	14.6696	1.31308
sample_12	k141_3186||full	91.4196	2.0696	0.188609
sample_12	k141_3930||full	98.0644	2.64969	0.238192
sample_12	k141_22878||full	99.8135	9.12155	0.835552
sample_12	k141_10401||full	99.3008	8.23982	0.734786
sample_12	k141_17046||full	93.5542	2.74983	0.263536
sample_12	k141_11038||full	98.5802	3.65434	0.33181
sample_12	k141_11941||full	77.2268	1.66297	0.174635
sample_12	k141_2814||full	85.708	2.14527	0.199021
sample_12	k141_549||0_partial	97.5132	22.9292	2.68449
sample_12	k141_303||full	84.1844	5.53095	0.853278
sample_12	k141_1506||full	96.9308	4.60596	0.500848
sample_12	k141_2797||full	94.616	4.40598	0.545251
sample_12	k141_6300||full	91.4591	4.00467	0.408921
sample_12	k141_1847||full	91.5219	3.17471	0.324742
sample_12	k141_5141||full	93.7471	5.6469	0.65225
sample_13	nh_c_01071319_k141_376118||full	83.1945	2.00681	0.366027
sample_13	nh_c_01071319_k141_2892282||full	96.7688	4.10617	0.943481
sample_13	nh_c_01071319_k141_3074904||full	99.949	4.5623	0.619945
sample_13	nh_c_01071319_k141_3434302||full	95.9635	5.19912	0.900892
sample_13	nh_c_01071319_k141_2211034||full	100	9.08773	1.60994
sample_13	nh_c_01071319_k141_2573895||full	87.5803	6.62703	2.04989
sample_13	nh_c_01071319_k141_1032720||full	98.4492	7.47053	2.09232
sample_13	nh_c_01071319_k141_693948||full	100	7.49498	0.988489
sample_13	nh_c_01071319_k141_3202870||full	88.8279	20.864	6.02945
sample_13	nh_c_02081420_k141_594||full	78.9346	1.71879	0.314692
sample_13	nh_c_02081420_k141_1993277||full	100	13.8906	4.02397
sample_13	nh_c_02081420_k141_2412604||full	81.3084	2.05813	0.398533
sample_13	nh_c_02081420_k141_887145||full	85.7029	6.13937	1.21734
sample_13	nh_c_02081420_k141_949046||full	81.8023	1.83165	0.326449
sample_13	nh_c_06121824_k141_2154936||full	100	13.7407	2.28057
sample_13	nh_s_11_k141_120299||full	100	15.6288	2.6684
sample_13	nh_s_13_k141_237332||full	100	7.10806	0.933405
sample_13	nh_s_14_k141_179241||full	87.4837	6.58136	1.77072
sample_13	nh_s_20_k141_194748||full	75.4767	1.4572	0.205164
sample_13	wh_c_01071319_k141_955078||full	95.9	3.7269	0.645563
sample_13	EarthsVirome_48037	77.3382	1.84927	0.417285
sample_13	alaska_puertorico_377	77.3825	69.4765	17.9844
sample_13	k141_1597||lt2gene	84.6873	1.94508	0.367354
sample_13	k141_349||full	92.6124	3.14258	0.52204
sample_13	k141_1620||full	77.694	1.56094	0.214882
sample_13	k141_1353||full	77.4986	1.84308	0.291821
sample_14	nh_c_01071319_k141_3074904||full	99.881	5.17593	0.704844
sample_14	nh_c_01071319_k141_3434302||full	94.8911	4.43734	0.858565
sample_14	nh_c_01071319_k141_2211034||full	92.2636	3.85138	0.767462
sample_14	nh_c_01071319_k141_2573895||full	75.1985	4.32457	1.49988
sample_14	nh_c_01071319_k141_1149484||full	87.928	1.85428	0.281049
sample_14	nh_c_01071319_k141_1032720||full	77.942	3.84802	1.27666
sample_14	nh_c_02081420_k141_186673||full	100	5.6199	0.791063
sample_14	nh_c_02081420_k141_2410024||full	100	5.63826	0.784409
sample_14	nh_c_02081420_k141_1993277||full	97.7506	11.8303	3.80774
sample_14	nh_c_02081420_k141_887145||full	100	15.3953	2.76513
sample_14	nh_c_02081420_k141_2694600||full	97.1926	3.95131	0.564041
sample_14	nh_c_02081420_k141_1452754||full	100	33.4931	4.58735
sample_14	nh_c_02081420_k141_1605148||full	97.3879	13.1855	2.57899
sample_14	nh_c_02081420_k141_1088306||full	100	9.58046	1.3359
sample_14	nh_c_02081420_k141_2076610||full	81.8709	1.89602	0.273565
sample_14	nh_c_03091521_k141_2102857||full	88.5266	2.88203	0.413463
sample_14	nh_c_03091521_k141_3817119||full	99.8377	61.2466	8.38076
sample_14	nh_c_03091521_k141_4868390||full	96.9149	5.38548	0.816929
sample_14	nh_c_03091521_k141_3586423||full	77.9391	1.70978	0.249359
sample_14	nh_c_03091521_k141_3327779||full	100	11.2938	2.31534
sample_14	nh_c_03091521_k141_5052488||full	80.4699	1.53832	0.227788
sample_14	nh_c_03091521_k141_2665674||full	92.6981	2.87406	0.423972
sample_14	nh_c_04101622_k141_3516918||full	87.8109	5.94661	1.4801
sample_14	nh_c_04101622_k141_802482||full	80.3845	3.32091	0.565062
sample_14	nh_c_04101622_k141_1295030||full	85.6155	1.80169	0.330881
sample_14	nh_c_04101622_k141_2677720||full	75.0642	2.24501	0.382088
sample_14	nh_c_04101622_k141_1918540||full	89.8558	2.56261	0.485318
sample_14	nh_c_05111723_k141_3502860||full	92.0482	2.2965	0.314427
sample_14	nh_c_05111723_k141_3341573||full	83.7271	1.92122	0.275677
sample_14	nh_c_05111723_k141_577087||full	87.6355	8.56534	1.99469
sample_14	nh_c_06121824_k141_6517869||full	99.8621	28.5512	3.89834
sample_14	nh_c_06121824_k141_2154936||full	98.5875	28.4711	4.84755
sample_14	nh_s_11_k141_120299||full	100	25.5533	4.56442
sample_14	nh_s_12_k141_1181701||full	98.4846	17.8211	3.52339
sample_14	nh_s_14_k141_179241||full	100	33.2498	8.01817
sample_14	nh_s_14_k141_567928||full	94.2837	2.90713	0.409748
sample_14	nh_s_14_k141_129217||full	100	16.0006	3.4782
sample_14	nh_s_14_k141_427776||full	82.0796	2.67625	0.373424
sample_14	nh_s_14_k141_72689||full	100	5.33847	0.719343
sample_14	nh_s_15_k141_1333557||full	89.6134	2.73926	0.389758
sample_14	nh_s_15_k141_711257||full	100	11.3139	2.06072
sample_14	nh_s_15_k141_175359||full	99.9154	24.0526	3.31191
sample_14	nh_s_15_k141_673512||full	97.489	8.20691	1.52478
sample_14	nh_s_15_k141_524670||full	84.7269	1.97189	0.332211
sample_14	nh_s_17_k141_353023||full	87.5068	2.10049	0.290871
sample_14	nh_s_17_k141_422404||full	87.7808	2.49895	0.376649
sample_14	nh_s_17_k141_402076||full	99.4182	10.0294	1.34311
sample_14	nh_s_18_k141_277084||full	99.977	29.2252	3.98182
sample_14	nh_s_20_k141_164937||full	89.8275	11.7165	2.63121
sample_14	nh_s_20_k141_416004||full	100	13.0903	2.74777
sample_14	nh_s_24_k141_1137504||full	82.386	6.99455	1.11477
sample_14	nh_s_24_k141_1056478||full	96.3745	5.20725	0.826333
sample_14	nh_s_24_k141_459938||full	97.9942	5.347	0.953015
sample_14	wh_c_01071319_k141_955078||full	95.53	2.9346	0.532279
sample_14	wh_c_06121824_k141_8096310||full	99.9464	29.2017	3.98334
sample_14	k141_353||full	99.663	8.49066	1.14501
sample_14	k141_2172||full	87.736	2.56956	0.354751
sample_14	k141_100||full	99.8491	34.6524	4.64361
sample_14	k141_1513||full	100	10.5493	1.44277
sample_14	k141_297||full	97.1235	3.06486	0.434767
sample_14	k141_1597||lt2gene	100	8.49044	1.34719
sample_14	k141_630||full	76.3105	1.66153	0.252074
sample_14	k141_7575||full	75.9228	1.60747	0.246681
sample_14	k141_11224||lt2gene	97.3121	3.98501	0.597811
sample_14	k141_659||full	93.2116	2.75693	0.421772
sample_14	k141_4624||full	95.4741	2.81514	0.390839
sample_14	k141_12831||full	99.4817	28.8191	3.93346
sample_14	k141_303||full	89.049	10.3049	2.75536
sample_14	k141_6300||full	97.4319	4.95681	0.78346
sample_14	k141_1847||full	83.6473	3.32956	0.539909
sample_14	k141_1353||full	91.7706	2.79685	0.45508
sample_15	nh_c_02081420_k141_1452754||full	100	386.178	52.2566
sample_15	nh_c_02081420_k141_1605148||full	95.626	23.2652	4.62798
sample_15	nh_c_02081420_k141_1088306||full	94.4385	2.43702	0.373389
sample_15	nh_c_03091521_k141_2102857||full	99.812	15.8459	2.13281
sample_15	nh_c_03091521_k141_2423979||full	99.7842	13.0104	2.99792
sample_15	nh_c_03091521_k141_4158666||full	90.9585	3.67902	0.492851
sample_15	nh_c_03091521_k141_3817119||full	100	361.322	49.4643
sample_15	nh_c_03091521_k141_4868390||full	100	11.0933	1.56236
sample_15	nh_c_03091521_k141_381760||full	92.166	3.08478	0.42386
sample_15	nh_c_03091521_k141_5915222||full	96.9762	7.32104	1.19127
sample_15	nh_c_03091521_k141_4205177||full	98.5677	5.60651	0.85924
sample_15	nh_c_03091521_k141_3586423||full	99.8617	7.13864	0.974807
sample_15	nh_c_03091521_k141_2605149||full	100	5.07876	0.696095
sample_15	nh_c_03091521_k141_2621539||full	99.9235	6.18249	0.858632
sample_15	nh_c_03091521_k141_3327779||full	100	25.9759	4.33857
sample_15	nh_c_03091521_k141_5052488||full	99.918	8.56364	1.16002
sample_15	nh_c_03091521_k141_2665674||full	99.7446	13.5119	1.82883
sample_15	nh_c_05111723_k141_577087||full	94.2363	17.1134	3.56226
sample_15	nh_c_06121824_k141_6517869||full	99.9974	241.978	32.7919
sample_15	nh_c_06121824_k141_1216000||full	99.3742	9.38413	1.83468
sample_15	nh_c_06121824_k141_2154936||full	89.8087	2.85035	0.503124
sample_15	nh_c_06121824_k141_5012174||full	98.6552	5.55383	0.973641
sample_15	nh_c_06121824_k141_1486545||full	91.2716	3.55111	0.568839
sample_15	nh_c_06121824_k141_6057314||full	99.0453	6.72568	1.28006
sample_15	nh_s_11_k141_120299||full	83.9051	2.58476	0.48613
sample_15	nh_s_12_k141_1181701||full	98.7584	29.1696	4.89538
sample_15	nh_s_14_k141_129217||full	100	36.3017	7.32192
sample_15	nh_s_14_k141_427776||full	85.944	3.61652	0.505648
sample_15	nh_s_15_k141_1333557||full	99.953	15.7302	2.11473
sample_15	nh_s_15_k141_1764||full	98.3654	5.26506	0.806642
sample_15	nh_s_15_k141_711257||full	100	19.3837	3.5728
sample_15	nh_s_15_k141_867396||full	96.843	5.97142	1.01169
sample_15	nh_s_15_k141_175359||full	99.9831	154.563	20.9666
sample_15	nh_s_15_k141_110532||full	97.4782	4.4408	0.591611
sample_15	nh_s_15_k141_673512||full	99.923	14.6401	2.42188
sample_15	nh_s_15_k141_1536227||full	100	7.67709	1.04724
sample_15	nh_s_15_k141_524670||full	100	10.0562	1.49609
sample_15	nh_s_18_k141_277084||full	99.7728	241.006	32.6948
sample_15	nh_s_20_k141_164937||full	81.9217	13.9739	2.76157
sample_15	nh_s_20_k141_498113||full	77.6689	2.14348	0.376367
sample_15	nh_s_20_k141_416004||full	99.4138	16.7082	2.93232
sample_15	nh_s_24_k141_1137504||full	87.3826	13.767	2.14316
sample_15	nh_s_24_k141_1056478||full	99.1991	10.2318	1.59134
sample_15	nh_s_24_k141_459938||full	96.8576	10.3659	1.67164
sample_15	wh_c_06121824_k141_8096310||full	99.9719	242.297	32.8597
sample_15	wh_c_06121824_k141_7732897||full	98.8424	34.802	10.5204
sample_15	wh_c_06121824_k141_7410108||full	99.1849	14.5144	3.25484
sample_15	k141_100||full	100	278.481	37.1292
sample_15	k141_1513||full	90.4723	2.37887	0.336365
sample_15	k141_1597||lt2gene	100	8.90971	1.24798
sample_15	k141_630||full	99.0203	7.17451	0.977395
sample_15	k141_7575||full	99.2981	6.99064	0.954054
sample_15	k141_7782||full	97.5187	4.53446	0.667321
sample_15	k141_8812||full	97.391	3.10485	0.428664
sample_15	k141_11224||lt2gene	100	12.3865	1.75194
sample_15	k141_12831||full	99.7728	241.522	32.7282
sample_15	k141_303||full	93.9712	14.1938	2.75035
sample_15	k141_6300||full	98.2101	10.1331	1.55758
sample_15	k141_1847||full	94.8778	7.13276	1.15213
sample_16	nh_c_02081420_k141_1993277||full	87.6866	4.19895	1.88599
sample_16	nh_c_04101622_k141_970767||full	84.8185	2.12274	0.515605
sample_16	nh_c_04101622_k141_2136790||full	100	15.8125	3.03958
sample_16	nh_c_04101622_k141_3120637||full	80.1637	2.48125	0.619714
sample_16	nh_c_04101622_k141_3516918||full	92.0781	7.21297	2.42662
sample_16	nh_c_04101622_k141_802482||full	88.1522	7.13927	1.58634
sample_16	nh_c_04101622_k141_1209070||full	91.998	3.45737	0.998028
sample_16	nh_c_04101622_k141_1994499||full	92.8517	2.57129	0.49679
sample_16	nh_c_04101622_k141_1219150||full	77.0876	1.7018	0.373921
sample_16	nh_c_04101622_k141_3360832||full	87.6803	2.95302	0.780365
sample_16	nh_c_04101622_k141_3010829||full	92.9897	2.97528	0.668479
sample_16	nh_c_04101622_k141_1853669||full	89.0046	3.32596	0.906708
sample_16	nh_c_04101622_k141_2441708||full	93.7969	3.0199	0.721598
sample_16	nh_c_04101622_k141_507010||full	92.183	4.05522	1.01006
sample_16	nh_c_04101622_k141_1295030||full	80.3077	1.62846	0.404129
sample_16	nh_c_04101622_k141_3235423||full	86.7477	2.642	0.608267
sample_16	nh_c_04101622_k141_522610||full	85.9632	2.65634	0.842701
sample_16	nh_c_04101622_k141_1882790||full	97.5125	3.0671	0.808204
sample_16	nh_c_04101622_k141_1118782||full	88.3402	2.50334	0.610001
sample_16	nh_c_04101622_k141_1515735||full	94.2284	3.16652	0.587533
sample_16	nh_c_04101622_k141_2677720||full	91.6025	2.65481	0.589272
sample_16	nh_c_04101622_k141_1918540||full	86.1336	3.30762	0.990882
sample_16	nh_c_04101622_k141_965597||full	94.023	2.85077	0.684558
sample_16	nh_c_05111723_k141_3299002||full	80.1428	2.66188	0.590685
sample_16	nh_c_05111723_k141_225119||full	98.8119	5.30945	1.5764
sample_16	nh_c_05111723_k141_2209831||full	79.6834	1.67523	0.435285
sample_16	nh_c_05111723_k141_1837792||full	79.2483	1.81262	0.331788
sample_16	nh_c_05111723_k141_2617028||full	87.7218	2.60856	0.575259
sample_16	nh_c_05111723_k141_1110809||full	95.5179	7.16963	2.4196
sample_16	nh_c_05111723_k141_936220||full	86.0746	2.3317	0.483987
sample_16	nh_c_05111723_k141_1724519||full	89.8401	2.73246	0.636937
sample_16	nh_c_06121824_k141_2154936||full	99.6782	8.27767	2.20014
sample_16	nh_s_04_k141_135726||full	92.5965	2.46115	0.511362
sample_16	nh_s_05_k141_422936||full	80.6737	1.85408	0.53802
sample_16	nh_s_06_k141_1560264||full	88.3024	2.79814	0.702082
sample_16	nh_s_08_k141_218866||full	88.9008	4.06975	0.910278
sample_16	nh_s_08_k141_338205||full	98.3633	5.09518	1.13761
sample_16	nh_s_10_k141_182926||full	97.7164	3.92377	1.03727
sample_16	nh_s_10_k141_547203||full	76.2991	1.5936	0.426051
sample_16	nh_s_10_k141_146833||full	85.6671	2.38888	0.591689
sample_16	nh_s_11_k141_120299||full	100	8.95034	2.28273
sample_16	nh_s_16_k141_205831||full	100	8.08316	1.64895
sample_16	nh_s_22_k141_78333||full	77.1396	2.63929	0.982522
sample_16	nh_s_22_k141_234464||full	83.1475	2.52036	0.756298
sample_16	EarthsVirome_48037	76.6745	2.06672	0.861096
sample_16	k141_1663||full	91.8743	3.18418	0.771389
sample_16	k141_1470||full	87.7842	6.78651	2.57805
sample_16	k141_4513||full	84.2442	2.24864	0.549739
sample_16	k141_1428||full	100	19.4801	4.93277
sample_16	k141_1352||full	88.5017	2.50844	0.651707
sample_16	k141_16859||full	84.8259	2.56087	0.544177
sample_17	nh_c_02081420_k141_2513879||full	98.2831	4.16438	0.674728
sample_17	nh_c_02081420_k141_1993277||full	75.8581	3.01454	1.05164
sample_17	nh_c_04101622_k141_3120637||full	90.997	3.0192	0.447381
sample_17	nh_c_04101622_k141_3516918||full	96.0964	9.28454	2.18831
sample_17	nh_c_04101622_k141_802482||full	77.7952	5.0155	0.81713
sample_17	nh_c_04101622_k141_1209070||full	95.3363	5.22484	0.951775
sample_17	nh_c_04101622_k141_3360832||full	96.0429	4.33548	0.700953
sample_17	nh_c_04101622_k141_1853669||full	78.6802	2.20719	0.428963
sample_17	nh_c_04101622_k141_1118782||full	99.9743	5.5177	0.796471
sample_17	nh_c_04101622_k141_2677720||full	89.8637	6.69295	1.07159
